ts,Label,Site,Customer
2023-06-02 19:01:58,going out from lab,R1,P41
2023-06-02 19:02:30,going out from lab,R1,P36
2023-06-02 19:28:21,eating chop Muri,H1,P1
2023-06-02 19:28:51,turning on AC,H3,P8
2023-06-02 19:39:51,return to lab,R1,P37
2023-06-02 19:39:55,return to lab,R1,P36
2023-06-02 19:40:04,return to lab ,R1,P41
2023-06-02 19:40:27,stand fan on in my desk,R1,P36
2023-06-02 19:40:32,stand fan on in my desk,R1,P36
2023-06-02 19:40:34,dining fan of,H1,P1
2023-06-02 19:40:45,cleaning table,H1,P1
2023-06-02 19:59:21,going out from lab,R1,P36
2023-06-02 20:27:07,turned off AC,H3,P8
2023-06-02 09:57:09,momo making at last night kitchen,H9,P19
2023-06-02 09:57:23,window opened all night bedroom,H9,P19
2023-06-02 09:57:42,door open now at kitchen,H9,P19
2023-06-02 09:57:59,egg boiling 30 minutes ago at kitchen,H9,P19
2023-06-02 09:58:03,egg boiling 30 minutes ago at kitchen,H9,P19
2023-06-02 09:58:13,vegetable frying at kitchen,H9,P19
2023-06-02 09:58:17,vegetable frying at kitchen,H9,P19
2023-06-02 09:58:33,door open now at bedroom,H9,P19
2023-06-02 10:03:52,cooking done at kitchen,H9,P19
2023-06-02 10:04:06,door closed at bedroom,H9,P19
2023-06-02 10:04:15,door closed at dinner,H9,P19
2023-06-02 20:43:13,cartoon snake beans,H1,P1
2023-06-02 20:47:41,cutting potato,H1,P1
2023-06-02 20:48:31,done cooking poha,H3,P7
2023-06-02 21:05:25,frying snake bean and potato ,H1,P1
2023-06-02 21:17:23,making roti,H1,P1
2023-06-02 21:25:02,Roti complete,H1,P1
2023-06-02 21:27:28,bedroom fan off,H1,P1
2023-06-02 21:28:37,dining fan on,H1,P1
2023-06-02 21:28:48,eating dinner,H1,P1
2023-06-02 21:31:17,cutting mango,H1,P1
2023-06-02 21:41:43,turned on mosquito repellent ,H3,P7
2023-06-02 21:41:44,turned on mosquito repellent ,H3,P7
2023-06-02 21:41:45,turned on mosquito repellent ,H3,P7
2023-06-02 21:46:01,cleaning table,H1,P1
2023-06-02 21:47:07,bedroom fan on,H1,P1
2023-06-02 21:47:17,dining fan of,H1,P1
2023-06-02 21:52:55,mosquito hit on,H1,P1
2023-06-02 22:12:21,turned off the AC ,H3,P7
2023-06-02 22:15:31,cleaning dishes,H1,P1
2023-06-02 22:21:35,complete,H1,P1
2023-06-02 22:21:57,cleaning kitchen,H1,P1
2023-06-02 22:22:26,Return to lab,R1,P39
2023-06-02 22:26:10,complete,H1,P1
2023-06-02 22:26:21,closing kitchen,H1,P1
2023-06-02 22:47:23,going to sleep,H1,P1
2023-06-02 23:59:56,going out of lab,R1,P38
2023-06-02 23:59:59,going out from lab,R1,P36
2023-06-03 00:02:54,going out from lab,R1,P37
2023-06-03 00:07:06,return to lab,R1,P36
2023-06-03 00:07:06,return to lab,R1,P38
2023-06-03 00:13:17,return to lab,R1,P37
2023-06-03 01:06:46,going out from lab,R1,P37
2023-06-03 01:07:23,going out of lab,R1,P38
2023-06-03 01:07:44,right side AC off,R1,P36
2023-06-03 01:07:50,going out from lab,R1,P36
2023-06-03 01:07:55,going out from lab ,R1,P41
2023-06-02 14:56:15,rice boiling at kitchen,H9,P19
2023-06-03 02:57:53,turned on AC 5 mins ago,H3,P8
2023-06-03 03:02:54,turned off AC ,H3,P8
2023-06-03 06:02:00,bedroom fan off,H1,P1
2023-06-03 06:02:18,going to wake up,H1,P1
2023-06-03 06:02:30,normal weather,H1,P1
2023-06-03 06:20:56,motin of,H1,P2
2023-06-03 06:24:26,making tea,H1,P1
2023-06-03 06:28:27,complete,H1,P1
2023-06-03 06:28:47,taking tea in dining,H1,P1
2023-06-03 06:29:03,dining fan on,H1,P1
2023-06-03 06:51:11,dining chair of,H1,P1
2023-06-03 07:10:32,sweeping house,H1,P1
2023-06-03 07:21:32,mapping houses,H1,P1
2023-06-03 07:27:38,dining fan on,H1,P1
2023-06-03 07:36:01,complete,H1,P1
2023-06-03 07:48:02,dining fan off,H1,P1
2023-06-03 08:07:42,cutting potato,H1,P1
2023-06-03 08:15:05,cooking rice,H1,P1
2023-06-03 08:19:25,complete,H1,P1
2023-06-03 08:33:00,sprayed hit in house cleaning ,H3,P7
2023-06-03 08:44:35,hitting rice,H1,P1
2023-06-03 08:50:11,complete,H1,P1
2023-06-03 08:50:31,frying Chilli,H1,P1
2023-06-03 08:54:16,exhaust on,H1,P1
2023-06-03 08:54:42,frying egg,H1,P1
2023-06-03 08:58:01,complete,H1,P1
2023-06-03 08:58:18,exhaust off,H1,P1
2023-06-03 08:59:19,dining fan on,H1,P1
2023-06-03 09:07:25,eating rice,H1,P1
2023-06-03 09:07:41,cutting mango,H1,P1
2023-06-03 09:13:53,done moping and dusting the house,H3,P7
2023-06-03 09:19:54,cleaning table,H1,P1
2023-06-03 09:23:34,dining fan off,H1,P1
2023-06-03 09:57:01,lighting dhup stick,H1,P1
2023-06-03 10:05:37,bedroom fan on,H1,P1
2023-06-03 10:30:43,turn off the AC,H3,P7
2023-06-03 10:46:22,AC on,H3,P7
2023-06-03 10:51:50,bedroom fan of,H1,P1
2023-06-03 10:59:32,cutting vegetables,H1,P1
2023-06-03 11:08:02,complete,H1,P1
2023-06-03 11:08:35,cooking Daliya,H1,P1
2023-06-03 11:38:03,complete,H1,P1
2023-06-03 11:45:47,hitting Daliya,H1,P1
2023-06-03 11:47:41,complete,H1,P1
2023-06-03 11:54:44,eating Daliya,H1,P1
2023-06-03 12:05:23,cleaning table,H1,P1
2023-06-03 12:06:35,dining fan of,H1,P1
2023-06-03 12:16:58,washing dishes,H1,P1
2023-06-03 12:22:33,complete,H1,P1
2023-06-03 12:24:05,bedroom fan on,H1,P1
2023-06-03 12:42:39,used mixer in dining room,H3,P7
2023-06-03 12:43:03,eating lunch in dinning room,H3,P7
2023-06-03 13:05:37,bedroom fan of,H1,P1
2023-06-03 13:25:24,boiling cheakpeas in cooker,H3,P7
2023-06-03 14:36:05,return to lab,R1,P36
2023-06-03 14:36:35,right side AC on,R1,P36
2023-06-03 14:36:57,stand fan on in my desk,R1,P36
2023-06-03 14:53:39,AC off,H3,P7
2023-06-03 15:06:31,return to lab,R1,P37
2023-06-03 15:19:56,stand fan off in my desk,R1,P36
2023-06-03 15:40:17,current off in lab,R1,P36
2023-06-03 16:07:41,current is on,R1,P36
2023-06-03 16:20:03,current of Wi-Fi is down,H1,P1
2023-06-03 16:26:00,eating in lab,R1,P36
2023-06-03 16:54:30,Return to lab,R1,P41
2023-06-03 16:54:32,Return to lab,R1,P41
2023-06-03 16:54:59,return to lab,R1,P38
2023-06-03 17:20:11,done cooking chola ki sabzi,H3,P7
2023-06-03 17:54:52,Wi-Fi is on,H1,P1
2023-06-03 18:20:42,going out from lab,R1,P37
2023-06-03 18:24:09,return to lab,R1,P37
2023-06-03 18:24:17,raining outside,R1,P37
2023-06-03 18:52:06,going out from lab,R1,P37
2023-06-03 18:52:20,going out from lab,R1,P41
2023-06-03 18:52:43,going out from lab,R1,P41
2023-06-03 18:54:09,lighting dhup stick,H1,P1
2023-06-03 18:57:12,going out from lab,R1,P36
2023-06-03 18:57:22,dining fan on,H1,P1
2023-06-03 19:15:12,dining fan of,H1,P1
2023-06-03 19:49:06,bedroom fan on,H1,P1
2023-06-03 20:02:44,bedroom fan of,H1,P1
2023-06-03 20:21:06,cutting potato,H1,P1
2023-06-03 20:34:29,going out of lab,R1,P38
2023-06-03 20:34:32,going out of lab,R1,P38
2023-06-03 20:38:46,frying potato,H1,P1
2023-06-03 21:02:23,turned on AC ,H3,P8
2023-06-03 21:09:57,return to lab,R1,P36
2023-06-03 21:11:55,return to lab ,R1,P37
2023-06-03 21:29:35,return to lab,R1,P41
2023-06-03 21:59:27,bedroom fan on,H1,P1
2023-06-03 22:29:10,going out from lab ,R1,P41
2023-06-03 22:32:03,bedroom fan of,H1,P1
2023-06-03 22:38:39,dining fan on,H1,P1
2023-06-03 22:57:54,table fan on in my desk,R1,P36
2023-06-03 23:05:40,stand fan off,R1,P36
2023-06-03 23:15:04,turned on mosquito repellent ,H3,P8
2023-06-03 23:15:43,turned off AC,H3,P8
2023-06-03 23:51:33,dining fan of,H1,P1
2023-06-03 23:54:38,making Parotta,H1,P1
2023-06-04 00:03:58,dining fan on,H1,P1
2023-06-04 00:04:12,eating dinner,H1,P1
2023-06-04 00:08:55,cleaning table,H1,P1
2023-06-04 00:12:27,dining fan of,H1,P1
2023-06-04 00:12:49,bedroom fan on,H1,P1
2023-06-04 00:18:10,bedroom fan of,H1,P1
2023-06-04 00:25:52,dining fan on ,H1,P1
2023-06-04 00:31:11,eating dinner,H1,P2
2023-06-04 00:42:47,cleaning table,H1,P2
2023-06-04 00:45:29,washing dishes,H1,P2
2023-06-04 00:47:16,dining fan off,H1,P2
2023-06-04 00:49:43,closing kitchen,H1,P2
2023-06-04 00:50:08,bedroom fan on,H1,P2
2023-06-04 00:50:31,mosquito heat on,H1,P2
2023-06-03 15:42:02,cooking ended 30 minutes ago,H9,P19
2023-06-03 15:42:12,cooking started with boiling rice,H9,P19
2023-06-03 15:42:31,then eggplant frying cooking at kitchen,H9,P19
2023-06-03 15:43:03,then dal cooking at kitchen,H9,P19
2023-06-03 15:43:29,green vegetable cooking at kitchen then,H9,P19
2023-06-04 05:48:00,turned off mosquito repellent ,H3,P8
2023-06-04 06:23:48,going to awqke,H1,P2
2023-06-04 06:24:18,bedroom fan of,H1,P2
2023-06-04 06:24:39,normal weather,H1,P2
2023-06-04 06:25:15,mosquito hit off,H1,P2
2023-06-04 06:36:28,making tea,H1,P2
2023-06-04 06:36:52,bedroom fan on,H1,P2
2023-06-04 06:40:44,tea making complete,H1,P2
2023-06-04 06:41:38,dining fan on,H1,P2
2023-06-04 06:42:03,bedroom fan off,H1,P2
2023-06-04 06:42:59,taking ki designing,H1,P2
2023-06-04 06:43:26,taking tea in dining,H1,P2
2023-06-04 07:01:24,leaving home ,H3,P8
2023-06-04 07:10:22,dining fan off,H1,P1
2023-06-04 08:49:57,dining fan on,H1,P1
2023-06-03 22:45:37,fish grilling kitchen,H9,P19
2023-06-04 09:16:54,dining fan off,H1,P1
2023-06-04 09:39:06,wake up,R1,P36
2023-06-04 09:39:14,fan off,R1,P36
2023-06-04 09:44:08,cleaning kitchen,H1,P1
2023-06-04 09:53:09,complete,H1,P1
2023-06-04 09:53:45,sweeping house,H1,P1
2023-06-04 10:06:35,mopping house,H1,P1
2023-06-04 10:11:13,dining fan on,H1,P1
2023-06-04 10:20:18,complete,H1,P1
2023-06-04 10:20:36,dining fan of,H1,P1
2023-06-04 10:35:36,dining fan on,H1,P1
2023-06-04 10:40:49,lighting dhup stick,H1,P1
2023-06-04 10:41:12,"frying ladies finger, exhaust on",H7,P16
2023-06-04 10:46:40,cutting vegetables ,H1,P1
2023-06-04 10:46:41,cutting vegetables ,H1,P1
2023-06-04 11:00:08,frying potatoes,H7,P16
2023-06-04 11:26:51,cutting complete,H1,P1
2023-06-04 11:29:36,boiling potato,H1,P1
2023-06-04 11:45:15,making poster,H1,P1
2023-06-04 11:52:24,complete,H1,P1
2023-06-04 11:53:08,boiling sag,H1,P1
2023-06-04 11:56:19,complete,H1,P1
2023-06-04 11:59:57,fine garlic and Chilli and heating sag,H1,P1
2023-06-04 12:04:14,complete,H1,P1
2023-06-04 12:07:17,cooking rice in pressure cooker,H1,P1
2023-06-04 12:07:23,stand fan on in my desk,R1,P36
2023-06-04 12:19:27,complete,H1,P1
2023-06-04 12:20:15,frying fish,H1,P1
2023-06-04 12:24:48,dining fan off,H1,P1
2023-06-04 12:26:21,exhaust on,H1,P1
2023-06-04 12:27:09,tempering red lentil,H7,P16
2023-06-04 12:33:45,frying brinjal,H7,P16
2023-06-04 12:38:08,frying fish complete ,H1,P1
2023-06-04 12:38:32,heating rice,H1,P1
2023-06-04 12:41:21,complete,H1,P1
2023-06-04 12:41:53,making curry ,H1,P1
2023-06-04 12:53:17,dining fan on,H1,P1
2023-06-04 12:57:31,frying Neem leaves,H7,P16
2023-06-04 12:57:32,curry complete,H1,P1
2023-06-04 12:57:49,exhaust fan of,H1,P1
2023-06-04 12:58:24,chicken curry from 11 a.m. approx,H7,P16
2023-06-04 13:01:10,eating rice,H1,P1
2023-06-04 13:15:58,stand fan off,R1,P36
2023-06-04 13:23:50,eating mango,H1,P1
2023-06-04 13:30:23,cleaning table,H1,P1
2023-06-04 13:30:49,dining fan off,H1,P1
2023-06-04 13:31:42,bedroom fan on,H1,P1
2023-06-04 16:11:54,bedroom fan off,H1,P2
2023-06-04 16:21:50,making tea,H1,P2
2023-06-04 16:24:55,dining fan on,H1,P1
2023-06-04 16:25:14,the making complete,H1,P1
2023-06-04 16:25:57,taking tea dining,H1,P2
2023-06-04 16:31:43,dining chain of,H1,P1
2023-06-04 16:41:44,washing dishes,H1,P1
2023-06-04 16:51:44,complete,H1,P1
2023-06-04 17:04:19,bedroom fan on,H1,P1
2023-06-04 17:08:48,bedroom fan of,H1,P1
2023-06-04 17:08:59,dining fan on,H1,P1
2023-06-04 18:04:09,dining fan of,H1,P1
2023-06-04 18:17:49,dining fan on,H1,P1
2023-06-04 18:35:22,dining fan off,H1,P1
2023-06-04 18:49:26,Return to lab ,R1,P41
2023-06-04 18:50:08,rerurn,R1,P38
2023-06-04 18:50:10,return to lab ,R1,P38
2023-06-04 18:59:10,going out from lab,R1,P36
2023-06-04 20:49:13,dining friend on,H1,P2
2023-06-04 21:24:57,cooking rice,H1,P1
2023-06-04 21:50:33,complete,H1,P1
2023-06-04 21:50:57,feying egg,H1,P1
2023-06-04 21:55:41,complete,H1,P2
2023-06-04 21:56:08,heating rice,H1,P2
2023-06-04 21:57:34,complete,H1,P2
2023-06-04 22:02:34,eating dinner,H1,P2
2023-06-04 22:15:21,cleaning table,H1,P2
2023-06-04 22:17:47,washing dishes,H1,P1
2023-06-04 22:24:14,complete,H1,P2
2023-06-04 22:24:21,clinic kitchen,H1,P2
2023-06-04 22:26:36,complete,H1,P2
2023-06-04 22:26:43,closing kitchen,H1,P2
2023-06-04 22:33:40,going out from lab ,R1,P41
2023-06-04 22:40:27,entered home 5 mins ago,H3,P8
2023-06-04 22:40:56,turned on AC 5 mins ago,H3,P8
2023-06-04 22:41:18,turned on mosquito repellent ,H3,P8
2023-06-04 22:50:19,dining fan off,H1,P2
2023-06-04 23:59:58,bedroom fan on,H1,P2
2023-06-05 00:00:04,went to sleep,H1,P2
2023-06-05 00:00:21,mosquito hit on,H1,P2
2023-06-05 00:21:30,AC off,R1,P38
2023-06-05 00:21:37,going out of lab,R1,P38
2023-06-05 06:09:28,mosquito of,H1,P2
2023-06-05 06:09:34,AC ON,H3,P7
2023-06-05 06:48:09,wake up bed,H1,P2
2023-06-05 06:48:23,making tea,H1,P2
2023-06-05 06:52:00,complete,H1,P1
2023-06-05 06:52:31,taking tea in bedroom,H1,P2
2023-06-05 07:14:25,bedroom fan off,H1,P1
2023-06-05 07:19:16,cutting vegetable,H1,P1
2023-06-05 07:20:22,dining fan on,H1,P1
2023-06-05 07:35:03,dining fan off,H1,P1
2023-06-05 07:36:45,cutting vegetables complete,H1,P1
2023-06-05 07:41:52,sweeping house,H1,P1
2023-06-05 07:43:38,mopping house,H1,P1
2023-06-05 07:48:30,dining fan on,H1,P1
2023-06-05 07:57:52,vegetable boiling in plain water,H1,P1
2023-06-05 08:02:26,cooking rice in pressure cooker,H1,P1
2023-06-05 08:14:20,complete,H1,P1
2023-06-05 08:24:45,lighting dhup stick,H1,P1
2023-06-05 08:25:30,dining fan of,H1,P1
2023-06-05 08:26:58,hitting rice,H1,P1
2023-06-05 08:33:08,complete,H1,P1
2023-06-05 08:35:20,frying Cauliflower and potato,H1,P1
2023-06-05 08:44:11,boiling them in pressure cooker,H1,P1
2023-06-05 08:49:28,complete,H1,P1
2023-06-05 08:50:59,frying Chilli,H1,P1
2023-06-05 08:52:25,complete,H1,P1
2023-06-05 08:55:33,turned off mosquito repellent ,H3,P8
2023-06-05 08:58:08,trying onion ginger and garlic can hit in cauliflower and potato curry ,H1,P1
2023-06-05 09:03:59,complete,H1,P1
2023-06-05 09:07:20,bedroom fan on,H1,P1
2023-06-05 09:20:14,bedroom fan of,H1,P1
2023-06-05 09:24:18,bedroom fan on,H1,P1
2023-06-05 09:36:17,bedroom fan off,H1,P1
2023-06-05 09:41:51,frying egg,H1,P1
2023-06-05 09:44:49,complete,H1,P1
2023-06-05 09:45:05,eating rice,H1,P1
2023-06-05 09:47:58,dining fan on,H1,P1
2023-06-05 09:50:08,cutting mango,H1,P1
2023-06-05 10:04:04,cleaning table,H1,P1
2023-06-05 10:29:42,dining fan of,H1,P1
2023-06-05 10:36:02,doning pooja in dining hall,H3,P7
2023-06-05 10:36:44,done cooking lauki bengan sabzi,H3,P7
2023-06-05 10:37:23,boiling moong daal,H3,P7
2023-06-05 10:42:23,came to lab ,R1,P40
2023-06-05 10:46:29,washing dishes,H1,P1
2023-06-05 10:50:36,complete,H1,P1
2023-06-05 10:52:27,bedroom fan on,H1,P1
2023-06-05 11:04:49,return to lab ,R1,P39
2023-06-05 11:10:47,shallow frying taro stem in oil,H7,P16
2023-06-05 11:13:48,eating lunch in dining hall,H3,P7
2023-06-05 11:42:51,came to lab,R1,P42
2023-06-05 11:52:49,turned off the AC.,H3,P7
2023-06-05 12:04:38,return to lab,R1,P36
2023-06-05 12:04:45,right side AC on,R1,P36
2023-06-05 12:04:58,stand fan on in my desk,R1,P36
2023-06-05 12:35:08,turned off AC ,H3,P8
2023-06-05 12:40:44,stand fan off in my desk,R1,P36
2023-06-05 12:42:30,frying banana Blossom with rice,H7,P16
2023-06-05 12:47:56,return to lab ,R1,P41
2023-06-05 12:47:58,bedroom fan off,H1,P1
2023-06-05 12:49:25,return to lab,R1,P39
2023-06-05 12:56:11,going out from lab ,R1,P40
2023-06-05 13:36:53,going out from lab ,R1,P41
2023-06-05 13:53:32,return to lab ,R1,P41
2023-06-05 13:53:57,return to lab,R1,P39
2023-06-05 13:53:57,return to lab,R1,P41
2023-06-05 14:48:31,going out from lab,R1,P37
2023-06-05 14:50:32,going out from lab,R1,P36
2023-06-05 14:57:42,return to lab,R1,P37
2023-06-05 14:57:41,return to lab,R1,P36
2023-06-05 14:57:41,return to lab,R1,P36
2023-06-05 15:12:37,cleaning lab,R1,P36
2023-06-05 15:12:45,stand fan off,R1,P36
2023-06-05 15:12:56,fan off,R1,P36
2023-06-05 15:22:07,spraying Hit at utkalika's Desk ,R1,P37
2023-06-05 15:34:00,going out for washroom,R1,P42
2023-06-05 15:34:11,going out from lab ,R1,P41
2023-06-05 15:34:13,going out from lab ,R1,P41
2023-06-05 15:34:16,going out from lab ,R1,P41
2023-06-05 15:34:21,going out from lab ,R1,P41
2023-06-05 15:34:22,going out from lab ,R1,P41
2023-06-05 15:34:23,going out from lab ,R1,P41
2023-06-05 15:34:24,going out from lab ,R1,P41
2023-06-05 15:34:28,going out from lab,R1,P41
2023-06-05 15:34:29,going out from lab,R1,P41
2023-06-05 15:36:00,fan on,R1,P36
2023-06-05 15:36:08,stand fan on in my desk,R1,P36
2023-06-05 15:38:57,return to lab,R1,P42
2023-06-05 15:39:05,return to lab ,R1,P41
2023-06-05 15:39:06,return to lab ,R1,P41
2023-06-05 15:46:25,stand fan off,R1,P36
2023-06-05 15:46:36,going out from lab,R1,P37
2023-06-05 15:46:53,going out from lab ,R1,P41
2023-06-05 15:46:54,going out from lab,R1,P36
2023-06-05 16:08:06,bedroom fan on,H1,P1
2023-06-05 16:08:50,debolina reading,H1,P1
2023-06-05 16:22:36,going out for walk,R1,P42
2023-06-05 16:25:51,return to lab,R1,P37
2023-06-05 16:26:08,return to lab,R1,P36
2023-06-05 16:27:44,return to lab,R1,P42
2023-06-05 16:38:28,return to lab ,R1,P40
2023-06-05 16:45:13,going out from lab,R1,P37
2023-06-05 16:45:30,going out from lab,R1,P36
2023-06-05 16:56:56,return to lab,R1,P37
2023-06-05 16:57:10,return to lab,R1,P36
2023-06-05 17:01:37,making tea,H1,P1
2023-06-05 17:05:34,complete,H1,P1
2023-06-05 17:05:47,taking tea in bedroom,H1,P1
2023-06-05 17:08:11,stand fan on in my desk,R1,P36
2023-06-05 17:54:10,going out from lab,R1,P37
2023-06-05 17:58:10,bedroom fan off,H1,P1
2023-06-05 17:59:39,going out from lab,R1,P36
2023-06-05 17:59:54,stand fan off,R1,P36
2023-06-05 18:03:18,leaving home,H3,P8
2023-06-05 18:11:19,leaving lab,R1,P42
2023-06-05 18:45:15,going out from lab ,R1,P40
2023-06-05 19:05:12,lighting dhup stick,H1,P1
2023-06-05 19:18:44,cutting potato onion ginger and garlic,H1,P1
2023-06-05 19:24:59,cutting complete,H1,P1
2023-06-05 19:25:24,cooking Dal in pressure cooker,H1,P1
2023-06-05 20:09:59,turned on AC ,H3,P7
2023-06-05 20:18:42,  etting daalmuri and chanachur,H1,P2
2023-06-05 20:20:17,bedroom fan on,H1,P2
2023-06-05 20:20:58,cleaning table,H1,P2
2023-06-05 20:32:36,return to lab,R1,P39
2023-06-05 20:42:02,return to lab,R1,P37
2023-06-05 20:44:54,return to lab,R1,P36
2023-06-05 20:45:03,stand fan on in my desk,R1,P36
2023-06-05 10:35:05,yesterday tea making,H9,P19
2023-06-05 10:35:21,breakfast vegetable frying kitchen,H9,P19
2023-06-05 10:35:30,then egg frying at kitchen,H9,P19
2023-06-05 21:30:51,frying onion ginger garlic and hitting dal,H1,P1
2023-06-05 21:36:07,complete,H1,P1
2023-06-05 22:23:05,making roti,H1,P1
2023-06-05 22:29:53,complete,H1,P1
2023-06-05 22:30:15,bedroom fan of,H1,P1
2023-06-05 22:31:51,cutting mango,H1,P1
2023-06-05 22:32:07,eating dinner,H1,P1
2023-06-05 22:41:26,return to lab,R1,P39
2023-06-05 22:48:14,cleaning table,H1,P1
2023-06-05 22:52:55,dining fan off,H1,P1
2023-06-05 22:53:36,washing dishes ,H1,P1
2023-06-05 22:58:01,complete,H1,P1
2023-06-05 22:58:18,bedroom fan on,H1,P1
2023-06-05 23:00:24,mosquito hit on,H1,P1
2023-06-05 23:00:38,cleaning kitchen,H1,P1
2023-06-05 23:04:46,closing kitchen,H1,P1
2023-06-05 23:05:04,going to sleep,H1,P1
2023-06-05 23:14:31,turned off AC,H3,P7
2023-06-05 23:44:28,going out from lab ,R1,P41
2023-06-05 23:46:51,going out from lab,R1,P37
2023-06-05 23:46:58,going out from lab,R1,P36
2023-06-05 13:55:38,tea making at kitchen,H9,P19
2023-06-06 00:32:55,return to lab,R1,P36
2023-06-06 00:33:02,return to lab,R1,P37
2023-06-06 00:33:08,stand fan on in my desk,R1,P36
2023-06-06 01:30:55,stand fan off,R1,P36
2023-06-06 01:34:19,left window AC on,R1,P37
2023-06-06 01:43:26,watching movie in aritra desk,R1,P36
2023-06-06 06:22:59,bedroom fan of,H1,P1
2023-06-06 06:23:29,going to awake,H1,P1
2023-06-06 06:23:42,normal weather,H1,P1
2023-06-06 06:23:58,mosquito hit of,H1,P1
2023-06-06 06:30:06,making tea,H1,P1
2023-06-06 06:36:32,complete,H1,P1
2023-06-06 06:36:42,taking tea in bedroom,H1,P1
2023-06-06 07:07:08,stand fan on ,R1,P37
2023-06-06 07:14:28,sweeping house,H1,P1
2023-06-06 07:26:43,moping house,H1,P1
2023-06-06 07:27:20,dining fan on,H1,P1
2023-06-06 07:39:54,mopping complete,H1,P1
2023-06-06 07:43:42,dining fan of,H1,P1
2023-06-06 07:50:47,cutting vegetable,H1,P1
2023-06-06 07:51:41,cooking rice in pressure cooker,H1,P1
2023-06-06 08:00:59,rice complete,H1,P1
2023-06-06 08:01:28,cooking Dal in pressure cooker,H1,P1
2023-06-06 08:05:06,cutting complete,H1,P1
2023-06-06 08:05:30,cleaning fishes,H1,P1
2023-06-06 08:08:16,Dal complete,H1,P1
2023-06-06 08:10:35,dining fan off,H1,P1
2023-06-06 08:35:14,lighting dhup stick,H1,P1
2023-06-06 08:36:55,hitting rice ,H1,P1
2023-06-06 08:55:03,frying onion ginger garlic and hitting dal,H1,P1
2023-06-06 09:03:28,complete,H1,P1
2023-06-06 09:10:24,frying Chilli and onion,H1,P1
2023-06-06 09:13:50,complete,H1,P1
2023-06-06 09:19:50,frying fishes,H1,P1
2023-06-06 09:30:47,complete,H1,P1
2023-06-06 09:30:54,exhaust on,H1,P1
2023-06-06 09:34:08,exhaust up,H1,P1
2023-06-06 09:41:12,cutting mango,H1,P1
2023-06-06 09:41:49,dining fan on,H1,P1
2023-06-06 10:08:42,cleaning table,H1,P1
2023-06-06 10:08:55,dining fan off,H1,P1
2023-06-06 10:37:47,came to lab ,R1,P40
2023-06-06 10:38:55,aritra sleeping in debasree desk,R1,P36
2023-06-06 10:42:55,frying sushni shaak,H7,P16
2023-06-06 10:50:39,bedroom fan on,H1,P1
2023-06-06 11:24:53,bedroom fan of,H1,P1
2023-06-06 11:25:05,return to lab ,R1,P41
2023-06-06 11:25:07,washing dishes,H1,P1
2023-06-06 11:29:33,shallow frying coconut paste,H7,P16
2023-06-06 11:31:36,complete,H1,P1
2023-06-06 11:35:44,going out from lab ,R1,P40
2023-06-06 12:11:27,came to lab,R1,P42
2023-06-06 12:11:30,came to lab,R1,P42
2023-06-06 12:11:33,came to lab,R1,P42
2023-06-06 12:13:14,boiling moong dal with potato from 11:30 am approx. ,H7,P16
2023-06-06 12:21:15,bedroom fan on,H1,P1
2023-06-06 12:44:38,bedroom fan off,H1,P1
2023-06-06 12:54:40,return to lab ,R1,P41
2023-06-06 13:00:30,return to lab,R1,P36
2023-06-06 13:00:39,stand fan on in my desk,R1,P36
2023-06-06 13:09:20,Boiled tuar daal,H3,P7
2023-06-06 13:10:51,fried scarlet gourd,H3,P7
2023-06-06 13:27:09,return to lab,R1,P39
2023-06-06 13:27:10,return to lab,R1,P39
2023-06-06 14:59:25,going out from lab,R1,P37
2023-06-06 15:00:04,going out from lab ,R1,P41
2023-06-06 15:36:11,going out for washroom,R1,P42
2023-06-06 15:36:11,going out for washroom,R1,P42
2023-06-06 15:36:17,going out for washroom,R1,P42
2023-06-06 15:36:19,going out for washroom,R1,P42
2023-06-06 15:36:20,going out for washroom,R1,P42
2023-06-06 15:36:20,going out for washroom,R1,P42
2023-06-06 15:36:20,going out for washroom,R1,P42
2023-06-06 15:36:21,going out for washroom,R1,P42
2023-06-06 15:36:21,going out for washroom,R1,P42
2023-06-06 15:41:49,return to lab,R1,P42
2023-06-06 15:41:52,return to lab,R1,P42
2023-06-06 15:56:16,came to lab ,R1,P40
2023-06-06 16:25:35,current off ,R1,P36
2023-06-06 16:25:43,Return to lab ,R1,P41
2023-06-06 16:45:27,going out from lab,R1,P36
2023-06-06 16:45:58,going out of lab,R1,P42
2023-06-06 16:46:06,making tea,H1,P1
2023-06-06 16:48:44,complete,H1,P1
2023-06-06 16:52:30,dining fan on,H1,P1
2023-06-06 17:04:57,dining fan off,H1,P1
2023-06-06 17:10:05,going out from lab ,R1,P40
2023-06-06 17:41:07,current on,R1,P36
2023-06-06 17:41:15,stand fan on in my desk,R1,P36
2023-06-06 17:41:19,return to lab,R1,P36
2023-06-06 17:41:11,return to lab ,R1,P41
2023-06-06 17:41:14,return to lab,R1,P41
2023-06-06 17:41:15,return to lab,R1,P41
2023-06-06 17:41:17,return to lab,R1,P41
2023-06-06 17:43:15,return to laugh,R1,P42
2023-06-06 17:50:30,came to lab ,R1,P40
2023-06-06 17:54:11,both AC on,R1,P36
2023-06-06 18:15:38,going out from lab ,R1,P40
2023-06-06 18:48:23,lighting dhup stick,H1,P1
2023-06-06 18:58:26,dining fan on,H1,P1
2023-06-06 19:18:28,eating muri chop and dal,H1,P1
